Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
529-88-1256,B,Mandalay,Normal,Male,Electronic accessories,51.46,3,7.719,162.099,01/15/2019,10:51,Credit card,154.38,4.761905,7.719,5.7
511-66-4839,A,Yangon,Member,Male,Health and beauty,63.45,8,25.38,532.98,01/07/2019,13:47,Ewallet,507.6,4.761905,25.38,7.6
891-96-6253,C,Naypyitaw,Member,Male,Electronic accessories,55.35,5,13.8375,290.5875,03/15/2019,15:36,Credit card,276.75,4.761905,13.8375,5.4
279-90-7999,A,Yangon,Normal,Male,Fashion accessories,56.91,7,19.9185,418.2885,01/08/2019,18:37,Credit card,398.37,4.761905,19.9185,5.8
407-58-4012,C,Naypyitaw,Normal,Male,Home and lifestyle,94.74,7,33.159,696.339,02/10/2019,16:26,Ewallet,663.18,4.761905,33.159,8.7
670-77-3196,C,Naypyitaw,Normal,Male,Electronic accessories,37.07,3,5.5605,116.7705,01/08/2019,18:26,Cash,111.21,4.761905,5.5605,8.8
949-34-1844,B,Mandalay,Member,Female,Electronic accessories,39.72,2,3.972,83.412,02/17/2019,11:34,Credit card,79.44,4.761905,3.972,9.5
990-52-5967,B,Mandalay,Normal,Male,Health and beauty,26.93,10,13.465,282.765,03/13/2019,13:30,Ewallet,269.3,4.761905,13.465,8.3
506-40-6269,A,Yangon,Member,Male,Fashion accessories,20.56,8,8.224,172.704,03/31/2019,19:45,Ewallet,164.48,4.761905,8.224,9.5
922-70-6246,B,Mandalay,Normal,Female,Food and beverages,68.38,5,17.095,358.995,03/07/2019,17:29,Ewallet,341.9,4.761905,17.095,5.6
693-63-5836,A,Yangon,Normal,Female,Sports and travel,14.11,4,2.822,59.262,01/03/2019,14:35,Credit card,56.44,4.761905,2.822,8.4
881-72-9037,A,Yangon,Member,Female,Electronic accessories,44.19,4,8.838,185.598,03/25/2019,20:21,Cash,176.76,4.761905,8.838,7.0
134-19-1794,B,Mandalay,Member,Female,Electronic accessories,22.6,9,10.17,213.57,03/11/2019,20:03,Credit card,203.4,4.761905,10.17,6.9
732-91-8916,A,Yangon,Normal,Male,Fashion accessories,30.83,3,4.6245,97.1145,03/06/2019,17:23,Ewallet,92.49,4.761905,4.6245,4.1
117-74-8054,C,Naypyitaw,Normal,Male,Health and beauty,57.9,7,20.265,425.565,03/09/2019,14:34,Cash,405.3,4.761905,20.265,4.1
180-57-7652,A,Yangon,Member,Male,Food and beverages,23.4,4,4.68,98.28,02/02/2019,15:17,Cash,93.6,4.761905,4.68,7.7
488-58-8798,B,Mandalay,Member,Male,Home and lifestyle,71.56,2,7.156,150.276,03/25/2019,10:05,Cash,143.12,4.761905,7.156,7.9
640-15-4764,A,Yangon,Member,Male,Health and beauty,54.99,7,19.2465,404.1765,02/12/2019,19:54,Ewallet,384.93,4.761905,19.2465,7.9
970-50-1256,A,Yangon,Normal,Female,Health and beauty,93.17,5,23.2925,489.1425,03/14/2019,20:02,Ewallet,465.85,4.761905,23.2925,9.4
439-59-3292,A,Yangon,Member,Female,Health and beauty,36.93,10,18.465,387.765,02/19/2019,20:57,Credit card,369.3,4.761905,18.465,5.4
709-60-6347,C,Naypyitaw,Member,Female,Health and beauty,18.79,4,3.758,78.918,02/13/2019,19:49,Credit card,75.16,4.761905,3.758,9.0
776-58-2404,A,Yangon,Normal,Female,Sports and travel,30.53,9,13.7385,288.5085,02/25/2019,12:43,Credit card,274.77,4.761905,13.7385,9.6
424-56-2745,C,Naypyitaw,Normal,Male,Fashion accessories,16.62,5,4.155,87.255,03/23/2019,12:47,Cash,83.1,4.761905,4.155,4.9
670-81-9395,A,Yangon,Member,Female,Sports and travel,42.39,5,10.5975,222.5475,01/12/2019,12:27,Cash,211.95,4.761905,10.5975,4.6
523-59-2387,B,Mandalay,Member,Male,Health and beauty,41.85,2,4.185,87.885,02/11/2019,16:00,Cash,83.7,4.761905,4.185,7.6
271-65-5521,C,Naypyitaw,Member,Male,Fashion accessories,44.27,3,6.6405,139.4505,02/04/2019,17:09,Ewallet,132.81,4.761905,6.6405,5.6
568-23-3219,B,Mandalay,Normal,Female,Health and beauty,42.5,4,8.5,178.5,03/05/2019,19:39,Ewallet,170.0,4.761905,8.5,8.3
935-93-3230,B,Mandalay,Member,Female,Home and lifestyle,85.75,7,30.0125,630.2625,02/12/2019,17:21,Cash,600.25,4.761905,30.0125,8.8
900-41-6339,B,Mandalay,Normal,Male,Sports and travel,38.28,7,13.398,281.358,02/07/2019,20:31,Credit card,267.96,4.761905,13.398,9.8
127-69-4434,B,Mandalay,Normal,Female,Home and lifestyle,20.25,10,10.125,212.625,03/11/2019,12:43,Credit card,202.5,4.761905,10.125,5.2
832-64-7176,B,Mandalay,Normal,Male,Sports and travel,70.57,3,10.5855,222.2955,01/31/2019,14:42,Ewallet,211.71,4.761905,10.5855,7.8
909-56-9796,A,Yangon,Normal,Female,Food and beverages,46.07,9,20.7315,435.3615,03/30/2019,16:34,Ewallet,414.63,4.761905,20.7315,9.5
793-92-7547,C,Naypyitaw,Member,Male,Electronic accessories,69.18,6,20.754,435.834,03/20/2019,10:36,Credit card,415.08,4.761905,20.754,5.0
689-38-8303,B,Mandalay,Normal,Male,Health and beauty,18.87,4,3.774,79.254,03/08/2019,18:37,Credit card,75.48,4.761905,3.774,7.1
525-20-2901,B,Mandalay,Normal,Female,Fashion accessories,62.97,9,28.3365,595.0665,01/04/2019,17:06,Cash,566.73,4.761905,28.3365,4.9
839-99-8412,C,Naypyitaw,Member,Female,Home and lifestyle,40.88,4,8.176,171.696,02/14/2019,17:06,Cash,163.52,4.761905,8.176,7.1
919-31-4996,B,Mandalay,Member,Female,Health and beauty,82.92,2,8.292,174.132,02/13/2019,20:06,Credit card,165.84,4.761905,8.292,4.1
755-94-8080,C,Naypyitaw,Member,Male,Home and lifestyle,60.39,8,24.156,507.276,02/21/2019,20:11,Ewallet,483.12,4.761905,24.156,5.4
928-18-2667,B,Mandalay,Member,Male,Sports and travel,63.3,7,22.155,465.255,01/28/2019,13:17,Credit card,443.1,4.761905,22.155,4.0
711-59-7431,C,Naypyitaw,Member,Female,Home and lifestyle,27.74,2,2.774,58.254,03/04/2019,18:40,Cash,55.48,4.761905,2.774,5.6
704-20-3194,C,Naypyitaw,Member,Female,Home and lifestyle,86.1,10,43.05,904.05,03/28/2019,14:58,Credit card,861.0,4.761905,43.05,5.0
241-83-7286,B,Mandalay,Member,Male,Home and lifestyle,20.53,6,6.159,129.339,03/07/2019,16:26,Credit card,123.18,4.761905,6.159,8.2
422-67-1878,B,Mandalay,Member,Female,Fashion accessories,58.36,3,8.754,183.834,03/04/2019,14:08,Ewallet,175.08,4.761905,8.754,7.3
801-72-7809,B,Mandalay,Member,Female,Electronic accessories,27.56,7,9.646,202.566,03/06/2019,20:31,Cash,192.92,4.761905,9.646,9.8
330-78-5729,C,Naypyitaw,Normal,Female,Electronic accessories,17.44,1,0.872,18.312,01/29/2019,14:02,Cash,17.44,4.761905,0.872,8.8
878-66-9951,A,Yangon,Normal,Female,Food and beverages,55.97,10,27.985,587.685,03/11/2019,15:34,Ewallet,559.7,4.761905,27.985,4.7
982-21-8193,A,Yangon,Normal,Male,Fashion accessories,84.71,4,16.942,355.782,01/05/2019,17:16,Cash,338.84,4.761905,16.942,5.8
730-27-4385,A,Yangon,Member,Male,Fashion accessories,62.91,6,18.873,396.333,03/20/2019,20:27,Ewallet,377.46,4.761905,18.873,9.2
978-75-2560,A,Yangon,Member,Female,Food and beverages,35.3,9,15.885,333.585,02/07/2019,14:36,Cash,317.7,4.761905,15.885,5.0
429-41-7434,A,Yangon,Normal,Male,Home and lifestyle,88.03,3,13.2045,277.2945,01/17/2019,13:09,Credit card,264.09,4.761905,13.2045,8.2
384-98-7046,B,Mandalay,Member,Female,Fashion accessories,47.28,8,18.912,397.152,01/12/2019,16:32,Credit card,378.24,4.761905,18.912,4.5
466-18-9756,B,Mandalay,Normal,Female,Food and beverages,10.22,2,1.022,21.462,02/28/2019,20:42,Credit card,20.44,4.761905,1.022,8.4
679-72-6631,B,Mandalay,Member,Female,Electronic accessories,54.52,6,16.356,343.476,02/13/2019,18:36,Ewallet,327.12,4.761905,16.356,9.0
538-35-3161,C,Naypyitaw,Member,Male,Health and beauty,66.36,8,26.544,557.424,01/21/2019,17:29,Ewallet,530.88,4.761905,26.544,4.1
269-16-7493,C,Naypyitaw,Normal,Male,Home and lifestyle,18.4,6,5.52,115.92,02/17/2019,20:57,Credit card,110.4,4.761905,5.52,5.5
331-76-8291,C,Naypyitaw,Normal,Male,Sports and travel,68.99,2,6.899,144.879,03/03/2019,11:08,Credit card,137.98,4.761905,6.899,4.0
191-23-2690,A,Yangon,Member,Female,Health and beauty,98.93,7,34.6255,727.1355,03/03/2019,11:14,Cash,692.51,4.761905,34.6255,8.2
676-11-3688,B,Mandalay,Normal,Female,Electronic accessories,44.44,3,6.666,139.986,03/28/2019,12:04,Credit card,133.32,4.761905,6.666,7.8
243-25-7291,B,Mandalay,Normal,Male,Fashion accessories,77.34,7,27.069,568.449,02/26/2019,13:05,Ewallet,541.38,4.761905,27.069,7.7
391-98-1439,B,Mandalay,Normal,Female,Electronic accessories,32.3,2,3.23,67.83,03/18/2019,19:46,Credit card,64.6,4.761905,3.23,5.5
606-59-2847,C,Naypyitaw,Normal,Male,Food and beverages,64.62,4,12.924,271.404,02/07/2019,20:03,Ewallet,258.48,4.761905,12.924,8.5
530-56-9951,A,Yangon,Normal,Male,Food and beverages,89.99,1,4.4995,94.4895,02/10/2019,12:24,Credit card,89.99,4.761905,4.4995,9.9
908-60-9300,C,Naypyitaw,Member,Female,Health and beauty,11.5,2,1.15,24.15,01/28/2019,10:59,Ewallet,23.0,4.761905,1.15,4.1
180-75-4329,B,Mandalay,Normal,Female,Fashion accessories,46.2,9,20.79,436.59,01/20/2019,14:05,Cash,415.8,4.761905,20.79,7.2
188-65-2900,A,Yangon,Normal,Female,Food and beverages,67.09,2,6.709,140.889,02/25/2019,13:03,Ewallet,134.18,4.761905,6.709,5.9
455-76-9474,B,Mandalay,Member,Female,Fashion accessories,76.75,3,11.5125,241.7625,01/18/2019,10:10,Cash,230.25,4.761905,11.5125,4.7
378-77-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,21.42,5,5.355,112.455,01/16/2019,10:21,Cash,107.1,4.761905,5.355,8.4
361-23-2889,B,Mandalay,Member,Female,Sports and travel,55.97,1,2.7985,58.7685,03/14/2019,12:23,Ewallet,55.97,4.761905,2.7985,7.0
666-93-7870,A,Yangon,Member,Male,Health and beauty,32.01,8,12.804,268.884,01/20/2019,12:59,Ewallet,256.08,4.761905,12.804,6.2
614-96-1862,A,Yangon,Normal,Male,Sports and travel,92.43,6,27.729,582.309,01/10/2019,19:23,Ewallet,554.58,4.761905,27.729,5.6
567-11-7044,A,Yangon,Member,Male,Sports and travel,16.2,8,6.48,136.08,02/09/2019,15:05,Credit card,129.6,4.761905,6.48,9.2
878-41-3466,A,Yangon,Normal,Female,Fashion accessories,66.04,8,26.416,554.736,03/05/2019,13:46,Credit card,528.32,4.761905,26.416,6.2
844-49-2703,A,Yangon,Normal,Male,Electronic accessories,58.74,1,2.937,61.677,01/01/2019,20:24,Credit card,58.74,4.761905,2.937,9.7
965-76-7767,A,Yangon,Member,Female,Sports and travel,96.51,3,14.4765,304.0065,01/12/2019,10:58,Ewallet,289.53,4.761905,14.4765,8.3
681-17-8126,C,Naypyitaw,Normal,Female,Fashion accessories,17.64,2,1.764,37.044,03/23/2019,16:04,Credit card,35.28,4.761905,1.764,7.0
378-39-2223,C,Naypyitaw,Member,Male,Home and lifestyle,33.49,6,10.047,210.987,02/20/2019,15:20,Cash,200.94,4.761905,10.047,9.6
888-36-8404,A,Yangon,Member,Male,Electronic accessories,19.51,8,7.804,163.884,02/22/2019,11:34,Cash,156.08,4.761905,7.804,6.8
955-51-3430,B,Mandalay,Normal,Female,Health and beauty,18.14,5,4.535,95.235,03/31/2019,19:02,Ewallet,90.7,4.761905,4.535,9.0
669-80-5093,A,Yangon,Member,Female,Sports and travel,56.21,5,14.0525,295.1025,01/23/2019,10:25,Cash,281.05,4.761905,14.0525,5.6
481-97-2376,A,Yangon,Normal,Male,Electronic accessories,20.93,1,1.0465,21.9765,01/29/2019,12:12,Cash,20.93,4.761905,1.0465,9.0
225-15-8552,C,Naypyitaw,Normal,Male,Health and beauty,99.74,4,19.948,418.908,02/26/2019,12:05,Cash,398.96,4.761905,19.948,9.4
291-45-5585,A,Yangon,Member,Female,Fashion accessories,45.55,1,2.2775,47.8275,02/24/2019,12:22,Ewallet,45.55,4.761905,2.2775,6.3
590-17-2437,B,Mandalay,Member,Male,Food and beverages,65.73,4,13.146,276.066,03/05/2019,16:56,Credit card,262.92,4.761905,13.146,7.9
467-71-9921,B,Mandalay,Normal,Male,Sports and travel,27.95,9,12.5775,264.1275,03/11/2019,10:24,Credit card,251.55,4.761905,12.5775,5.5
159-70-9674,B,Mandalay,Normal,Female,Sports and travel,34.34,1,1.717,36.057,01/29/2019,10:57,Cash,34.34,4.761905,1.717,5.9
463-32-3885,B,Mandalay,Member,Male,Health and beauty,32.31,4,6.462,135.702,01/08/2019,13:36,Cash,129.24,4.761905,6.462,5.6
956-73-9882,A,Yangon,Normal,Female,Food and beverages,12.54,6,3.762,79.002,03/14/2019,12:36,Ewallet,75.24,4.761905,3.762,9.7
439-88-4300,B,Mandalay,Member,Female,Health and beauty,18.12,4,3.624,76.104,01/03/2019,18:30,Ewallet,72.48,4.761905,3.624,7.6
981-56-2188,A,Yangon,Normal,Male,Home and lifestyle,15.36,3,2.304,48.384,01/19/2019,11:54,Credit card,46.08,4.761905,2.304,7.5
424-32-6846,B,Mandalay,Normal,Male,Home and lifestyle,37.16,3,5.574,117.054,02/25/2019,20:31,Credit card,111.48,4.761905,5.574,9.9
133-33-6213,A,Yangon,Member,Female,Home and lifestyle,76.06,5,19.015,399.315,01/01/2019,19:25,Credit card,380.3,4.761905,19.015,4.8
941-95-6500,C,Naypyitaw,Member,Male,Sports and travel,22.66,2,2.266,47.586,02/10/2019,12:40,Ewallet,45.32,4.761905,2.266,5.4
548-63-3725,B,Mandalay,Member,Female,Electronic accessories,32.46,2,3.246,68.166,01/14/2019,10:03,Cash,64.92,4.761905,3.246,6.1
330-30-8393,B,Mandalay,Normal,Female,Home and lifestyle,59.14,2,5.914,124.194,03/15/2019,20:48,Credit card,118.28,4.761905,5.914,9.0
176-80-2525,A,Yangon,Member,Female,Health and beauty,38.68,2,3.868,81.228,01/22/2019,16:10,Credit card,77.36,4.761905,3.868,4.4
439-36-4112,B,Mandalay,Normal,Male,Sports and travel,94.82,3,14.223,298.683,02/25/2019,12:03,Ewallet,284.46,4.761905,14.223,7.6
469-10-8005,B,Mandalay,Normal,Female,Home and lifestyle,31.38,1,1.569,32.949,03/12/2019,17:09,Ewallet,31.38,4.761905,1.569,6.4
415-60-8715,A,Yangon,Normal,Female,Electronic accessories,18.73,4,3.746,78.666,02/07/2019,11:30,Ewallet,74.92,4.761905,3.746,5.0
145-43-8204,B,Mandalay,Normal,Male,Fashion accessories,58.97,3,8.8455,185.7555,02/18/2019,15:11,Cash,176.91,4.761905,8.8455,6.2
452-79-7782,B,Mandalay,Normal,Male,Home and lifestyle,60.78,3,9.117,191.457,03/27/2019,11:05,Credit card,182.34,4.761905,9.117,8.5
587-48-2293,C,Naypyitaw,Member,Male,Sports and travel,83.66,7,29.281,614.901,03/29/2019,17:36,Ewallet,585.62,4.761905,29.281,9.8
229-15-7936,B,Mandalay,Member,Male,Health and beauty,95.43,8,38.172,801.612,01/22/2019,13:51,Ewallet,763.44,4.761905,38.172,5.0
506-80-6343,A,Yangon,Normal,Male,Fashion accessories,23.31,10,11.655,244.755,01/09/2019,11:24,Credit card,233.1,4.761905,11.655,5.5
680-85-2641,B,Mandalay,Normal,Male,Fashion accessories,66.08,9,29.736,624.456,01/15/2019,16:09,Ewallet,594.72,4.761905,29.736,8.7
584-14-3821,A,Yangon,Member,Female,Food and beverages,89.21,7,31.2235,655.6935,03/25/2019,17:36,Credit card,624.47,4.761905,31.2235,5.6
586-44-7102,B,Mandalay,Normal,Male,Food and beverages,64.78,7,22.673,476.133,02/12/2019,13:03,Credit card,453.46,4.761905,22.673,4.2
237-48-8259,A,Yangon,Normal,Female,Home and lifestyle,35.23,8,14.092,295.932,03/29/2019,11:55,Ewallet,281.84,4.761905,14.092,9.1
988-57-1920,B,Mandalay,Normal,Female,Food and beverages,68.1,4,13.62,286.02,02/22/2019,17:48,Credit card,272.4,4.761905,13.62,6.7
297-35-1944,C,Naypyitaw,Member,Male,Home and lifestyle,73.86,7,25.851,542.871,03/09/2019,19:01,Ewallet,517.02,4.761905,25.851,4.8
226-97-1500,A,Yangon,Member,Female,Health and beauty,92.62,4,18.524,389.004,03/01/2019,18:25,Credit card,370.48,4.761905,18.524,5.6
866-98-2480,A,Yangon,Normal,Female,Food and beverages,50.15,8,20.06,421.26,02/14/2019,15:10,Cash,401.2,4.761905,20.06,7.5
793-36-5408,B,Mandalay,Member,Female,Health and beauty,24.66,10,12.33,258.93,01/28/2019,13:41,Ewallet,246.6,4.761905,12.33,8.7
722-49-5511,C,Naypyitaw,Normal,Male,Fashion accessories,10.8,3,1.62,34.02,03/18/2019,10:14,Cash,32.4,4.761905,1.62,7.9
204-10-9380,B,Mandalay,Normal,Female,Sports and travel,32.68,8,13.072,274.512,03/08/2019,19:25,Credit card,261.44,4.761905,13.072,5.8
367-93-5895,C,Naypyitaw,Normal,Female,Home and lifestyle,71.6,8,28.64,601.44,02/05/2019,20:20,Cash,572.8,4.761905,28.64,4.4
126-93-9148,A,Yangon,Member,Male,Health and beauty,82.49,10,41.245,866.145,02/10/2019,20:08,Credit card,824.9,4.761905,41.245,6.4
830-38-9759,B,Mandalay,Normal,Female,Sports and travel,44.94,1,2.247,47.187,03/15/2019,13:21,Credit card,44.94,4.761905,2.247,7.5
582-26-5237,C,Naypyitaw,Normal,Female,Food and beverages,37.02,3,5.553,116.613,03/13/2019,12:18,Ewallet,111.06,4.761905,5.553,9.0
480-43-5817,C,Naypyitaw,Member,Female,Fashion accessories,18.04,6,5.412,113.652,02/09/2019,16:50,Cash,108.24,4.761905,5.412,5.3
612-25-7253,B,Mandalay,Member,Female,Health and beauty,87.98,10,43.99,923.79,03/21/2019,11:30,Ewallet,879.8,4.761905,43.99,7.5
568-28-6183,C,Naypyitaw,Normal,Female,Health and beauty,88.38,3,13.257,278.397,01/26/2019,15:26,Credit card,265.14,4.761905,13.257,4.8
314-31-3595,C,Naypyitaw,Member,Male,Sports and travel,39.94,3,5.991,125.811,01/08/2019,10:28,Cash,119.82,4.761905,5.991,5.9
646-35-7112,B,Mandalay,Member,Male,Food and beverages,49.03,7,17.1605,360.3705,03/03/2019,16:00,Ewallet,343.21,4.761905,17.1605,6.4
492-74-6015,A,Yangon,Normal,Male,Health and beauty,70.91,4,14.182,297.822,02/14/2019,14:08,Ewallet,283.64,4.761905,14.182,5.4
803-27-6615,A,Yangon,Member,Male,Home and lifestyle,95.36,8,38.144,801.024,03/18/2019,18:21,Cash,762.88,4.761905,38.144,8.4
122-85-9267,B,Mandalay,Normal,Male,Electronic accessories,95.33,7,33.3655,700.6755,01/29/2019,12:13,Credit card,667.31,4.761905,33.3655,4.1
738-16-1785,A,Yangon,Member,Female,Fashion accessories,68.55,1,3.4275,71.9775,03/23/2019,14:49,Credit card,68.55,4.761905,3.4275,6.3
818-29-4366,C,Naypyitaw,Member,Male,Health and beauty,72.08,7,25.228,529.788,01/16/2019,18:16,Cash,504.56,4.761905,25.228,6.7
623-89-2928,C,Naypyitaw,Member,Female,Sports and travel,69.55,9,31.2975,657.2475,03/19/2019,12:26,Ewallet,625.95,4.761905,31.2975,5.6
519-47-3627,B,Mandalay,Member,Male,Sports and travel,27.88,4,5.576,117.096,03/08/2019,13:22,Credit card,111.52,4.761905,5.576,8.7
955-83-9095,A,Yangon,Normal,Male,Fashion accessories,93.98,6,28.194,592.074,01/02/2019,20:05,Ewallet,563.88,4.761905,28.194,5.4
151-22-3862,A,Yangon,Member,Male,Fashion accessories,75.12,5,18.78,394.38,02/28/2019,14:16,Cash,375.6,4.761905,18.78,7.9
779-92-3793,A,Yangon,Normal,Female,Fashion accessories,38.14,2,3.814,80.094,01/06/2019,10:54,Ewallet,76.28,4.761905,3.814,4.6
509-68-5453,B,Mandalay,Normal,Female,Food and beverages,34.15,2,3.415,71.715,02/13/2019,12:07,Cash,68.3,4.761905,3.415,6.2
206-63-8908,B,Mandalay,Normal,Female,Fashion accessories,89.75,3,13.4625,282.7125,03/31/2019,10:54,Ewallet,269.25,4.761905,13.4625,4.7
215-62-8220,C,Naypyitaw,Normal,Male,Food and beverages,44.18,6,13.254,278.334,03/29/2019,12:30,Cash,265.08,4.761905,13.254,7.7
994-53-9504,A,Yangon,Member,Female,Fashion accessories,38.28,9,17.226,361.746,03/15/2019,19:14,Credit card,344.52,4.761905,17.226,8.6
959-81-1894,C,Naypyitaw,Member,Female,Fashion accessories,75.4,8,30.16,633.36,03/28/2019,20:24,Ewallet,603.2,4.761905,30.16,6.1
151-74-4648,A,Yangon,Member,Female,Sports and travel,88.25,2,8.825,185.325,02/11/2019,13:21,Cash,176.5,4.761905,8.825,8.5
557-50-2944,C,Naypyitaw,Normal,Female,Electronic accessories,17.09,8,6.836,143.556,02/27/2019,11:54,Cash,136.72,4.761905,6.836,8.8
411-75-4389,B,Mandalay,Member,Male,Sports and travel,47.11,9,21.1995,445.1895,01/12/2019,19:39,Credit card,423.99,4.761905,21.1995,7.3
714-70-6952,C,Naypyitaw,Normal,Female,Home and lifestyle,84.28,4,16.856,353.976,02/12/2019,18:49,Credit card,337.12,4.761905,16.856,9.1
660-76-7125,C,Naypyitaw,Normal,Male,Health and beauty,78.34,4,15.668,329.028,02/15/2019,20:51,Cash,313.36,4.761905,15.668,4.0
972-60-4532,C,Naypyitaw,Member,Male,Electronic accessories,54.32,7,19.012,399.252,03/20/2019,13:12,Ewallet,380.24,4.761905,19.012,4.6
568-94-9260,B,Mandalay,Member,Female,Health and beauty,78.14,1,3.907,82.047,03/28/2019,19:07,Cash,78.14,4.761905,3.907,9.6
899-32-3845,A,Yangon,Normal,Male,Food and beverages,76.26,9,34.317,720.657,03/16/2019,17:59,Credit card,686.34,4.761905,34.317,9.6
809-41-5482,C,Naypyitaw,Member,Male,Sports and travel,69.18,10,34.59,726.39,03/06/2019,16:26,Credit card,691.8,4.761905,34.59,9.3
660-50-4560,B,Mandalay,Normal,Female,Sports and travel,82.43,3,12.3645,259.6545,03/31/2019,18:19,Credit card,247.29,4.761905,12.3645,6.5
810-91-6281,A,Yangon,Member,Female,Fashion accessories,41.08,3,6.162,129.402,03/25/2019,12:32,Credit card,123.24,4.761905,6.162,9.9
392-64-1209,C,Naypyitaw,Member,Female,Food and beverages,53.23,10,26.615,558.915,02/23/2019,20:47,Credit card,532.3,4.761905,26.615,9.7
249-17-5835,C,Naypyitaw,Member,Male,Sports and travel,23.08,1,1.154,24.234,01/21/2019,14:43,Cash,23.08,4.761905,1.154,5.2
623-99-5712,A,Yangon,Member,Female,Sports and travel,19.22,9,8.649,181.629,03/24/2019,18:24,Ewallet,172.98,4.761905,8.649,9.2
307-89-8259,C,Naypyitaw,Member,Female,Sports and travel,47.49,6,14.247,299.187,01/07/2019,10:47,Cash,284.94,4.761905,14.247,9.8
852-75-2955,A,Yangon,Normal,Male,Fashion accessories,96.79,5,24.1975,508.1475,03/29/2019,11:11,Ewallet,483.95,4.761905,24.1975,6.7
826-29-1654,B,Mandalay,Member,Female,Home and lifestyle,60.09,3,9.0135,189.2835,02/02/2019,10:21,Cash,180.27,4.761905,9.0135,5.0
902-50-9608,A,Yangon,Normal,Male,Fashion accessories,65.4,5,16.35,343.35,03/15/2019,18:22,Ewallet,327.0,4.761905,16.35,6.9
779-52-6424,A,Yangon,Member,Male,Food and beverages,24.34,9,10.953,230.013,01/12/2019,15:14,Ewallet,219.06,4.761905,10.953,7.2
454-67-4937,B,Mandalay,Normal,Male,Food and beverages,57.74,9,25.983,545.643,03/25/2019,10:07,Credit card,519.66,4.761905,25.983,8.9
841-46-1404,C,Naypyitaw,Member,Male,Fashion accessories,89.71,7,31.3985,659.3685,01/15/2019,16:16,Credit card,627.97,4.761905,31.3985,9.5
646-10-2072,C,Naypyitaw,Normal,Female,Sports and travel,13.95,4,2.79,58.59,01/11/2019,11:10,Credit card,55.8,4.761905,2.79,5.9
570-52-1620,A,Yangon,Member,Female,Health and beauty,28.5,7,9.975,209.475,01/10/2019,20:09,Ewallet,199.5,4.761905,9.975,7.9
561-90-7626,A,Yangon,Member,Male,Electronic accessories,81.48,9,36.666,769.986,01/30/2019,14:26,Cash,733.32,4.761905,36.666,4.4
699-15-2189,B,Mandalay,Normal,Male,Sports and travel,70.6,9,31.77,667.17,03/21/2019,11:48,Credit card,635.4,4.761905,31.77,4.0
131-70-3561,B,Mandalay,Member,Female,Fashion accessories,37.12,2,3.712,77.952,02/26/2019,16:25,Credit card,74.24,4.761905,3.712,5.7
914-92-7113,C,Naypyitaw,Member,Male,Fashion accessories,45.19,9,20.3355,427.0455,03/23/2019,12:19,Credit card,406.71,4.761905,20.3355,5.8
866-54-4469,A,Yangon,Member,Male,Health and beauty,10.45,10,5.225,109.725,03/12/2019,11:19,Ewallet,104.5,4.761905,5.225,6.4
972-16-9992,B,Mandalay,Member,Male,Electronic accessories,29.87,5,7.4675,156.8175,01/24/2019,20:51,Credit card,149.35,4.761905,7.4675,5.2
231-95-4842,B,Mandalay,Member,Female,Fashion accessories,16.06,2,1.606,33.726,03/16/2019,17:21,Cash,32.12,4.761905,1.606,5.2
256-82-6971,A,Yangon,Normal,Male,Electronic accessories,38.6,8,15.44,324.24,03/26/2019,14:44,Credit card,308.8,4.761905,15.44,6.0
237-96-6432,B,Mandalay,Normal,Male,Health and beauty,38.19,4,7.638,160.398,03/24/2019,16:17,Cash,152.76,4.761905,7.638,8.3
961-45-3293,B,Mandalay,Normal,Female,Home and lifestyle,79.73,8,31.892,669.732,01/23/2019,20:38,Ewallet,637.84,4.761905,31.892,7.3
932-84-7637,C,Naypyitaw,Member,Female,Fashion accessories,89.77,2,8.977,188.517,01/03/2019,18:40,Ewallet,179.54,4.761905,8.977,8.4
890-85-5767,C,Naypyitaw,Member,Male,Food and beverages,33.46,9,15.057,316.197,01/20/2019,15:25,Ewallet,301.14,4.761905,15.057,6.8
243-67-3608,A,Yangon,Normal,Male,Sports and travel,42.75,1,2.1375,44.8875,03/20/2019,20:10,Credit card,42.75,4.761905,2.1375,8.0
784-36-9485,A,Yangon,Member,Female,Home and lifestyle,13.64,8,5.456,114.576,02/03/2019,15:14,Ewallet,109.12,4.761905,5.456,5.4
748-45-5314,B,Mandalay,Normal,Female,Sports and travel,89.34,1,4.467,93.807,02/11/2019,11:45,Credit card,89.34,4.761905,4.467,9.9
328-76-7649,C,Naypyitaw,Member,Female,Fashion accessories,44.07,10,22.035,462.735,01/10/2019,18:16,Cash,440.7,4.761905,22.035,7.9
178-75-5600,B,Mandalay,Normal,Female,Sports and travel,89.85,1,4.4925,94.3425,01/18/2019,17:10,Ewallet,89.85,4.761905,4.4925,7.0
593-96-8844,A,Yangon,Member,Male,Electronic accessories,42.6,2,4.26,89.46,02/23/2019,15:46,Ewallet,85.2,4.761905,4.26,8.0
237-90-9399,B,Mandalay,Member,Male,Fashion accessories,85.0,1,4.25,89.25,01/17/2019,19:37,Ewallet,85.0,4.761905,4.25,5.5
